key	value
63	Andel (%) invånare 25-74 år med lång utbildning med god självskattad tandhälsa. Med lång utbildning menas eftergymnasial utbildning. Data för tandhälsa kommer från enkäten Hälsa på lika villkor (Statens folkhälsoinstitut) och frågan; Hur tycker du att din
64	Andel (%) invånare 25-74 år med lång utbildning med låg tillit till andra. Med lång utbildning menas eftergymnasial utbildning. Resultaten är hämtade från den nationella enkäten Hälsa på lika villkor (Statens folkhälsoinstitut) och frågan; Tycker du att m
65	Andel (%) invånare 25-74 år med lång utbildning med lågt socialt deltagande. Med lång utbildning menas eftergymnasial utbildning. Resultaten är hämtade från den nationella enkäten Hälsa på lika villkor (Statens folkhälsoinstitut) och frågan; Har du deltag
66	Andel (%) invånare 25-74 år med lång utbildning med nedsatt psykiskt välbefinnande enligt instrumentet General Health Questionnaire (GHQ-12). Med lång utbildning menas eftergymnasial utbildning. Resultaten är hämtade från den nationella enkäten Hälsa på l
67	Andel (%) invånare 25-74 år med lång utbildning med riskabla alkoholvanor. Med lång utbildning menas eftergymnasial utbildning. Baseras på fyra frågor i befolkningsenkäten Hälsa på lika villkor (Statens folkhälsoinstitut), som tillsammans visar självskatt
68	Andel (%) invånare 25-74 år med lång utbildning som avstår från att gå ut ensam. Med lång utbildning menas eftergymnasial utbildning. Resultaten är hämtade från den nationella enkäten Hälsa på lika villkor (Statens folkhälsoinstitut) samt i den regionala 
69	Andel (%) invånare 25-74 år med lång utbildning som röker dagligen. Med lång utbildning menas eftergymnasial utbildning. Resultaten är hämtade från den nationella enkäten Hälsa på lika villkor (Statens folkhälsoinstitut) och frågan; Röker du dagligen? Res
70	Andel (%) invånare 25-74 år med lång utbildning som är fysiskt aktiva minst 30 minuter per dag. Med lång utbildning menas eftergymnasial utbildning. Data som beskriver fysisk aktivitet är hämtade från befolkningsenkäten Hälsa på lika villkor (Statens folk
71	Andel (%) invånare 25-74 år med lång utbildning som äter frukt och grönt minst 5 ggr per dag. Med lång utbildning menas eftergymnasial utbildning. Data om frukt och grönt kommer från två frågor i befolkningsenkäten Hälsa på lika villkor (Statens folkhälso
72	Andel (%) kejsarsnitt med bland förstföderskor utan riskfaktorer med okomplicerad graviditet. Täljare: Antal förstföderskor i åldern 2034 år utan riskfaktorer och med okomplicerad graviditet som under en femårsperiod förlöstes med kejsarsnitt. Nämnare: T
73	Andel (%) kvinnor i förhållande till antalet invånare. Källa Statistiska centralbyrån och Sveriges kommuner och landsting
74	Andel (%) kvinnor som rökte eller snusade vid 30-32 veckors graviditet. Avser år T-1 till år T. Åldersstandardiserade värden. Källa: Medicinska födelseregistret, Socialstyrelsen
75	Andel (%) kvinnor som uppger att de är komplikationsfria och utan oväntade besvär efter borttagande av livmoder. Källa: Nationella kvalitetsregistret inom gynekologisk kirurgi
76	Andel (%) kvinnor som uppger att de är komplikationsfria och utan oväntade besvär efter operation för livmoderframfall. Källa: Nationella kvalitetsregistret inom gynekologisk kirurgi
77	Andel (%) lärare i årskurs 1-9, omräknat till heltidstjänster, med lärarexamen, förskollärarexamen eller fritidspedagogexamen och med utfärdat examensbevis, i fristående skolor i kommunen. Avser läsår, mätt den 15 oktober. Källa Skolverket (Siris).
78	Andel (%) lärare i årskurs 1-9, omräknat till heltidstjänster, med lärarexamen, förskollärarexamen eller fritidspedagogexamen och med utfärdat examensbevis, i kommunala och fristående skolor i kommunen. Avser läsår, mätt den 15 oktober. Källa Skolverket (
79	Andel (%) lärare i årskurs 1-9, omräknat till heltidstjänster, med lärarexamen, förskollärarexamen eller fritidspedagogexamen och med utfärdat examensbevis, i kommunala skolor i kommunen. Avser läsår, mätt den 15 oktober. Källa Skolverket (Siris).
80	Andel (%) nya användare av astmakombinationspreparat som tidigare inte förskrivits astmaläkemedel. Täljare: Antal personer nyinsatta på astmakombinationspreparat som ej tidigare sedan 24 månader stått på något astmaläkemedel. Nämnare: Antal personer 2544
81	Andel (%) organiskt avfall i relation till mängden brännbart och organiskt avfall. Uppgifterna avser sjukhusen i landstingen. Källa Egna uppgifter i landstinget\n
82	Andel (%) oönskade händelser efter borttagande av livmoder. Kvinnor som genomgått hysterektomi på benign indikation ingår. Täljare: Kvinnor som genomgått hysterektomi och som inom 7 respektive 28 dagar, beroende på diagnos, återinskrivs. Nämnare: Samtliga
83	Andel (%) patienter med metforminbehandlad diabetes som har nedsatt njurfunktion. Avser juli år T-1 till juni år T. Avser patienter över 80 år. Källa: Nationella Diabetesregistret och Läkemedelsregistret, Socialstyrelsen.
84	Andel (%) patienter som avled eller fick amputeras ovan fotled 30 dagar efter infrainguinala ingrepp för kronisk kritisk ischemi i nedre extremitet (ben). Täljare: Antalet patienter som är döda eller amputerade ovan fotled 30 dagar efter operationen. Nämn
85	Andel (%) patienter som inom 30 dagar efter utskrivningen antingen avlidit eller återinskrivits på sjukhus med diagnosen hjärtsvikt. I beräkningarna har korrigeringar gjorts för skillnader i patienternas ålderstruktur mellan olika landsting. Den geografis
86	Andel (%) patienter som skrivs ut levande från intensivvårdsavdelning till vårdavdelning nattetid. Täljare: Antal patienter med utskrivning levande från IVA till vårdavdelning mellan kl. 22:0006:59. Nämnare: Totala antalet patienter med utskrivning levan
87	Andel (%) patienter som vårdas i den slutna somatiska vården med vårdrelaterad infektion vid mättillfället. Täljare: Antal patienter som vårdas i den slutna somatiska vården med vårdrelaterad infektion. Nämnare: Totalt antal patienter som vårdas i den slu
88	Andel (%) patienter som återfallit i brott under pågående rättspsykiatrisk vård. Källa: Nationellt kvalitetsregister för rättspsykiatrisk vård (RättsPsyK)
89	Andel (%) patienter under 75 år med lokaliserade mellan- och högrisktumörer som får kurativt syftande primärbehandling. Fr.o.m. 2007 års data avser måttet en femårsperiod för år T-4 till år T, tidigare värden är ettårsvärden. Täljare: Antal män under 75 å
90	Andel (%) personer med schizofreni som återinskrivits i slutenvård inom 28 dagar. Avser patienter 20-59 år. Avser år T-2 till år T. Källa: Patientregistret, Socialstyrelsen
91	Andel (%) personer med schizofreni som återinskrivits i slutenvård inom 6 månader. Avser patienter 20-59 år. Avser år T-2 till år T. Källa: Patientregistret, Socialstyrelsen
92	Andel (%) som opereras med miniinvasiv teknik vid borttagande av gallblåsa. Täljare: Antal patienter som opereras med laparoskopisk teknik eller minigalla vid borttagande av gallblåsa. Nämnare: Samtliga patienter som opererat bort gallblåsan. Källa Sven
93	Andel (%) strokepatienter med förmaksflimmer, 5579 år som har fått blodförtunnande behandling. Täljare: Antal strokepatienter, 5579 år, med förmaksflimmer som hämtat ut blodförtunnande medel 1218 månader efter utskrivning från sjukhus. Nämnare: Samtlig
94	Andel (%) ungdomar i åldern 13-20 år som inte återaktualiserats i socialtjänsten inom ett år efter avslutad utredning eller insats/insatser. Gäller ej ekonomiskt bistånd. Källa: Egen undersökning i kommunen\n
95	Andel (%) utrikes födda med två utrikes födda föräldrar. Källa Statistiska centralbyrån
96	Andel (%) vuxna med missbruk 21-64 år som inte återaktualiserats i socialtjänsten inom ett år efter avslutad utredningar/insatser. Gäller ej ekonomiskt bistånd. Källa: Egen undersökning i kommunen
97	Andel 80 år och äldre som behandlas med ett eller flera läkemedel med antikolinerga effekter. Källa: SKL och Socialstyrelsen
98	Andel av  efterfrågad information (12 frågor) som finns på kommunens/stadsdelens  webbplats.
99	Andel av alla elever folkbokförda i kommunen och med erhållet slutbetyg eller motsvarande som är att betrakta som etablerade på arbetsmarknaden två år efter avslutad gymnasieutbildning. Källa: SCB
100	Andel av alla elever folkbokförda i kommunen och med erhållet slutbetyg eller motsvarande, specialutformat program, som är att betrakta som etablerade på arbetsmarknaden två år efter avslutad gymnasieutbildning. Källa: SCB
101	Andel av alla elever folkbokförda i kommunen och med erhållet slutbetyg eller motsvarande, studieförberedande programiriktning, som är att betrakta som etablerade på arbetsmarknaden två år efter avslutad gymnasieutbildning. Källa: SCB
102	Andel av alla elever folkbokförda i kommunen och med erhållet slutbetyg eller motsvarande, yrkesförberedande programiriktning, som är att betrakta som etablerade på arbetsmarknaden två år efter avslutad gymnasieutbildning. Källa: SCB
103	Andel av alla i kommunen folkbokförda elever som gick i andra kommuners kommunala, kommunalförbunds och landstings gymnasieskola. Uppgiften avser läsår, mätt 15 oktober.
104	Andel av alla i kommunen folkbokförda elever som gick i gymnasieskola i skolor belägna i kommunen med kommunal huvudman. Uppgiften avser läsår, mätt 15/10.
105	Andel av alla med antiviral behandling som når målet för god viruskontroll, definierat som HIVRNA < 50 kopior/ml. Täljare: Antal HIV-patienter med antiviralbehandling riktad mot HIV med god viruskontroll (HIV-RNA < 50 kopior/ml). Nämnare: Samtliga HIV-pat
106	Andel av befolkningen i åldrarna 20-64 år med reseavdrag (%). Källa: SCB.
107	Andel av blivande mödrar som är rökare vid inskrivningen till mödrahälsovården i graviditetsvecka 8-12
108	Andel av de avlidna som avlidit på sjukhus
109	Andel av de elever som är folkbokförda i kommunen och erhållit slutbetyg som har grundläggande behörighet till universitet och högskola. Elever med specialutformat program. Grundläggande behörighet har den som i slutbetyg från nationellt program, specialu
110	Andel av de elever som är folkbokförda i kommunen och erhållit slutbetyg som har grundläggande behörighet till universitet och högskola. Elever med studieförberedande programinriktning. Grundläggande behörighet har den som i slutbetyg från nationellt prog
111	Andel av de elever som är folkbokförda i kommunen och erhållit slutbetyg som har grundläggande behörighet till universitet och högskola. Elever med yrkesförberedande utbildning. Grundläggande behörighet har den som i slutbetyg från nationellt program, spe
112	Andel av de elever som är folkbokförda i kommunen och erhållit slutbetyg som har grundläggande behörighet till universitet och högskola. Grundläggande behörighet har den som i slutbetyg från nationellt program, specialutformat program eller utbildning vid
113	Andel av de folkbokförda eleverna i kommunen med slutbetyg som gick på ett studieförberedande program (ES, IB, NV, SP, TE).
114	Andel av de folkbokförda eleverna i kommunen med slutbetyg som gick på ett yrkesförberedande program (BF, BP, EC, EN, FP, HP, HR, HV, IP, LP, MP, NP, OP).
115	Andel av de folkbokförda eleverna i kommunen på specialutformat program
116	Andel av de folkbokförda eleverna i kommunen som gick på individuellt program.
117	Andel av eleverna folkbokförda i kommunen som erhållit slutbetyg eller motsvarande från gymnasieskolan och som påbörjat studier på universitet eller högskola eller börjat arbeta efter två år, oberoende var arbetet ligger. Även andra utbildningar som berät
118	Andel av eleverna i grundskolans årskurs 3 som deltagit i samtliga delprov i matematik som klarat alla delprov. Avser endast elever i kommunala skolor. Källa: Skolverket
119	Andel av eleverna i grundskolans årskurs 3 som deltagit i samtliga delprov i svenska som klarat alla delprov. Avser endast elever i kommunala skolor. Källa: Skolverket
120	Andel av eleverna som är folkbokförda i kommunen som går i annan kommuns kommunala gymnasieskola.
121	Andel av eleverna som är folkbokförda i kommunen som går i den egna kommunens kommunala gymnasieskola.
122	Andel av eleverna som är folkbokförda i kommunen som går i en fristående gymnasieskola i den egna kommunen.
123	Andel av eleverna som är folkbokförda i kommunen som går i en fristående skola i en annan kommun
124	Andel av eleverna som är folkbokförda i kommunen som går i en landstingskommunal gymnasieskola.
125	Andel av kommunens elever i årskurs 9 som fick ett högre betyg i slutbetyget i engelska, på vårterminen, än vad eleven fick i betyg på det nationella provet i engelska, på vårterminen. I statistiken ingår endast elever som har deltagit i samtliga delprov 
126	Andel av kommunens elever i årskurs 9 som fick ett högre betyg i slutbetyget i matematik, på vårterminen, än vad eleven fick i betyg på det nationella provet i matematik, på vårterminen. I statistiken ingår endast elever som har deltagit i samtliga delpro
127	Andel av kommunens elever i årskurs 9 som fick ett högre betyg i slutbetyget i svenska, på vårterminen, än vad eleven fick i betyg på det nationella provet i svenska, på vårterminen. I statistiken ingår endast elever som har deltagit i samtliga delprov i 
128	Andel av kommunens elever i årskurs 9 som fick ett lägre betyg i slutbetyget i engelska, på vårterminen, än vad eleven fick i betyg på det nationella provet i engelska, på vårterminen. I statistiken ingår endast elever som har deltagit i samtliga delprov 
129	Andel av kommunens elever i årskurs 9 som fick ett lägre betyg i slutbetyget i matematik, på vårterminen, än vad eleven fick i betyg på det nationella provet i matematik, på vårterminen. I statistiken ingår endast elever som har deltagit i samtliga delpro
130	Andel av kommunens elever i årskurs 9 som fick ett lägre betyg i slutbetyget i svenska, på vårterminen, än vad eleven fick i betyg på det nationella provet i svenska, på vårterminen. I statistiken ingår endast elever som har deltagit i samtliga delprov i 
131	Andel av kommunens folkbokförda elever som erhålligt slutbetyg från gymnasieskolan och registrerats som nybörjare vid universitet eller högskola under samma år. Källa: SCB
132	Andel av kommunens invånare i åldern 20-64 år den 31/12 som är födda i annat land än Sverige.
133	Andel av kommunens invånare i åldern 20-64 år den 31/12, med folkskola eller grundskola (motsvarande förgymnasial utbildning kortare än 9 år eller 9 år) som högsta utbildning.
134	Andel av landstingets invånare i åldern 20-64 år, den 31/12, med folkskola eller grundskola (motsvarande förgymnasial utbildning kortare än 9 år eller 9 år) som högsta utbildning
135	Andel av patienterna med symptomgivande förträngning av halspulsådern som opereras inom 14 dagar från symptomdebut. Täljare: Antal patienter som opererats för kranskärlsförträngning inom 14 dagar efter symptomdebut. Nämnare: Alla patienter som opererats f
136	Andel barn 06 år som behandlats med penicillin V (Fenoximetylpenicillin) av alla som behandlats med luftvägsantibiotika. Penicillin V är ett baspreparat vid behandling av bakteriell luftvägsinfektion inom öppenvården, med andra ord bör penicillin V i de 
137	Andel barn och unga med familjehemsvård av heldygnsomsorg för barn och unga. Källa Socialstyrelsen\n
138	Andel barn och unga med individuellt behovsprövad öppenvård av insatser för barn och unga. Källa Socialstyrelsen\n
139	Andel barn och ungdomar med diabetes, yngre än 18 år som når behandlingsmålet för blodsockervärde (HbA1c). HbA1c är ett blodprov där blodsockervärdet mäts. Behandlingsmålet är definierat till ett HbA1c-värde lägre än 52 mmol/mol. Täljare: Antal barn och u
140	Andel barn som vaccinerats med minst en dos MPR_vaccin (mässling, påssjuka, röda hun) i januari år T.  Avser barn födda år T-3 relaterat till landstingets totalt antal folkbokförda barn födda samma år.  Uppgifterna hämtade från BVC-enheter insamlade av Sm
141	Andel bloddialyspatienter med AV-fistel eller AV-graft. Alternativet till AV-fistel eller AV-graft är central dialyskateter (CDK), som har påtagliga nackdelar i form av kraftigt ökad risk för allvarliga infektioner, men också sämre blodflöden, och därmed 
142	Andel diabetespatienter inom primärvården som når behandlingsmålet för kolesterol. Avser mätning av kolesterol i blodet. Behandlingsmålet är definierat till ett kolesterolvärde på 2.5 mmol/l eller lägre. Täljare: Antal diabetespatienter yngre än 80 år ino
