Kommun/Landsting;Nyckeltal;År;Visat Värde
Alla kommuner (ovägt medel);Förvärvsarbetande invånare 35-49 år, andel (%);2010;84.89218961
Alla kommuner (ovägt medel);Förvärvsarbetande invånare 50-59 år, andel (%);2008;82.17548817
Alla kommuner (ovägt medel);Förvärvsarbetande invånare 50-59 år, andel (%);2009;80.54302633
Alla kommuner (ovägt medel);Förvärvsarbetande invånare 50-59 år, andel (%);2010;81.63213897
Alla kommuner (ovägt medel);Förvärvsarbetande invånare 60-64 år, andel (%);2008;64.68988693
Alla kommuner (ovägt medel);Förvärvsarbetande invånare 60-64 år, andel (%);2009;63.38532346
Alla kommuner (ovägt medel);Förvärvsarbetande invånare 60-64 år, andel (%);2010;64.82495528
Alla kommuner (ovägt medel);Mediannettoinkomst, kr/inv 20+;2008;179519.2345
Alla kommuner (ovägt medel);Mediannettoinkomst, kr/inv 20+;2009;181561.3586
Alla kommuner (ovägt medel);Mediannettoinkomst, kr/inv 20+;2010;184838.0724
Alla kommuner (ovägt medel);U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;3.89069052
Alla kommuner (ovägt medel);U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;3.79616724
Alla kommuner (ovägt medel);U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;12.52774069
Alla kommuner (ovägt medel);U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;12.71498257
Alla kommuner (ovägt medel);Utpendlingsomfattning i kommunen, (%);2008;35.69169875
Alla kommuner (ovägt medel);Utpendlingsomfattning i kommunen, (%);2009;36.07717337
Alla kommuner (ovägt medel);Utpendlingsomfattning i kommunen, (%);2010;36.45210774
Ale;Arbetslöshet, (%);2008;3.412949
Ale;Arbetslöshet, (%);2009;5.482588
Ale;Arbetslöshet, (%);2010;6.82862
Ale;Arbetslöshet, (%);2011;5.251003
Ale;Arbetslöshet, (%);2012;4.953504
Ale;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;23.30949
Ale;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;23.51138
Ale;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;23.407318
Ale;Förvärvsarbetande i privat sektor, andel (%);2008;70.850232
Ale;Förvärvsarbetande i privat sektor, andel (%);2009;70.472833
Ale;Förvärvsarbetande i privat sektor, andel (%);2010;70.737065
Ale;Förvärvsarbetande i övriga sektorer, andel (%);2008;3.119239
Ale;Förvärvsarbetande i övriga sektorer, andel (%);2009;3.218637
Ale;Förvärvsarbetande i övriga sektorer, andel (%);2010;3.189152
Ale;Förvärvsarbetande invånare 16-19 år, andel (%);2008;20.135747
Ale;Förvärvsarbetande invånare 16-19 år, andel (%);2009;13.594994
Ale;Förvärvsarbetande invånare 16-19 år, andel (%);2010;16.410862
Ale;Förvärvsarbetande invånare 20-24 år, andel (%);2008;70.132589
Ale;Förvärvsarbetande invånare 20-24 år, andel (%);2009;58.191706
Ale;Förvärvsarbetande invånare 20-24 år, andel (%);2010;61.490294
Ale;Förvärvsarbetande invånare 20-64 år, andel (%);2008;82.080153
Ale;Förvärvsarbetande invånare 20-64 år, andel (%);2009;79.377954
Ale;Förvärvsarbetande invånare 20-64 år, andel (%);2010;80.446497
Ale;Förvärvsarbetande invånare 25-34 år, andel (%);2008;84.701493
Ale;Förvärvsarbetande invånare 25-34 år, andel (%);2009;80.482612
Ale;Förvärvsarbetande invånare 25-34 år, andel (%);2010;80.823915
Ale;Förvärvsarbetande invånare 35-49 år, andel (%);2008;87.946868
Ale;Förvärvsarbetande invånare 35-49 år, andel (%);2009;87.24605
Ale;Förvärvsarbetande invånare 35-49 år, andel (%);2010;87.889439
Ale;Förvärvsarbetande invånare 50-59 år, andel (%);2008;84.122137
Ale;Förvärvsarbetande invånare 50-59 år, andel (%);2009;82.046512
Ale;Förvärvsarbetande invånare 50-59 år, andel (%);2010;83.201768
Ale;Förvärvsarbetande invånare 60-64 år, andel (%);2008;65.25941
Ale;Förvärvsarbetande invånare 60-64 år, andel (%);2009;64.263646
Ale;Förvärvsarbetande invånare 60-64 år, andel (%);2010;66.136114
Ale;Mediannettoinkomst, kr/inv 20+;2008;196853
Ale;Mediannettoinkomst, kr/inv 20+;2009;199184
Ale;Mediannettoinkomst, kr/inv 20+;2010;204077
Ale;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;4.32076384
Ale;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;3.7
Ale;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;11.72951414
Ale;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;11.8
Ale;Utpendlingsomfattning i kommunen, (%);2008;67.672001
Ale;Utpendlingsomfattning i kommunen, (%);2009;68.028201
Ale;Utpendlingsomfattning i kommunen, (%);2010;68.100901
Alingsås;Arbetslöshet, (%);2008;2.967373
Alingsås;Arbetslöshet, (%);2009;5.708635
Alingsås;Arbetslöshet, (%);2010;7.400754
Alingsås;Arbetslöshet, (%);2011;5.554312
Alingsås;Arbetslöshet, (%);2012;5.492297
Alingsås;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;30.436693
Alingsås;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;30.404598
Alingsås;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;29.038376
Alingsås;Förvärvsarbetande i privat sektor, andel (%);2008;62.916781
Alingsås;Förvärvsarbetande i privat sektor, andel (%);2009;62.544813
Alingsås;Förvärvsarbetande i privat sektor, andel (%);2010;63.866577
Alingsås;Förvärvsarbetande i övriga sektorer, andel (%);2008;3.493546
Alingsås;Förvärvsarbetande i övriga sektorer, andel (%);2009;3.772833
Alingsås;Förvärvsarbetande i övriga sektorer, andel (%);2010;4.010486
Alingsås;Förvärvsarbetande invånare 16-19 år, andel (%);2008;21.558212
Alingsås;Förvärvsarbetande invånare 16-19 år, andel (%);2009;16.906475
Alingsås;Förvärvsarbetande invånare 16-19 år, andel (%);2010;18.843985
Alingsås;Förvärvsarbetande invånare 20-24 år, andel (%);2008;67.074236
Alingsås;Förvärvsarbetande invånare 20-24 år, andel (%);2009;57.742894
Alingsås;Förvärvsarbetande invånare 20-24 år, andel (%);2010;62.402304
Alingsås;Förvärvsarbetande invånare 20-64 år, andel (%);2008;81.782394
Alingsås;Förvärvsarbetande invånare 20-64 år, andel (%);2009;78.738296
Alingsås;Förvärvsarbetande invånare 20-64 år, andel (%);2010;79.723242
Alingsås;Förvärvsarbetande invånare 25-34 år, andel (%);2008;82.261753
Alingsås;Förvärvsarbetande invånare 25-34 år, andel (%);2009;77.558348
Alingsås;Förvärvsarbetande invånare 25-34 år, andel (%);2010;78.203203
Alingsås;Förvärvsarbetande invånare 35-49 år, andel (%);2008;87.944528
Alingsås;Förvärvsarbetande invånare 35-49 år, andel (%);2009;86.320947
Alingsås;Förvärvsarbetande invånare 35-49 år, andel (%);2010;87.484779
Alingsås;Förvärvsarbetande invånare 50-59 år, andel (%);2008;85.645064
Alingsås;Förvärvsarbetande invånare 50-59 år, andel (%);2009;83.435458
Alingsås;Förvärvsarbetande invånare 50-59 år, andel (%);2010;83.557951
Alingsås;Förvärvsarbetande invånare 60-64 år, andel (%);2008;69.500572
Alingsås;Förvärvsarbetande invånare 60-64 år, andel (%);2009;69.437099
Alingsås;Förvärvsarbetande invånare 60-64 år, andel (%);2010;69.097889
Alingsås;Mediannettoinkomst, kr/inv 20+;2008;184943
Alingsås;Mediannettoinkomst, kr/inv 20+;2009;187298
Alingsås;Mediannettoinkomst, kr/inv 20+;2010;191246
Alingsås;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;4.57158254
Alingsås;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;3.9
Alingsås;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;12.04867972
Alingsås;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;12
Alingsås;Utpendlingsomfattning i kommunen, (%);2008;40.466905
Alingsås;Utpendlingsomfattning i kommunen, (%);2009;40.886587
Alingsås;Utpendlingsomfattning i kommunen, (%);2010;41.633199
Alvesta;Arbetslöshet, (%);2008;2.383747
Alvesta;Arbetslöshet, (%);2009;4.736081
Alvesta;Arbetslöshet, (%);2010;7.918182
Alvesta;Arbetslöshet, (%);2011;7.04774
Alvesta;Arbetslöshet, (%);2012;7.750045
Alvesta;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;24.782842
Alvesta;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;25.761493
Alvesta;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;25.420519
Alvesta;Förvärvsarbetande i privat sektor, andel (%);2008;69.479893
Alvesta;Förvärvsarbetande i privat sektor, andel (%);2009;68.41632
Alvesta;Förvärvsarbetande i privat sektor, andel (%);2010;69.254762
Alvesta;Förvärvsarbetande i övriga sektorer, andel (%);2008;2.77748
Alvesta;Förvärvsarbetande i övriga sektorer, andel (%);2009;2.866135
Alvesta;Förvärvsarbetande i övriga sektorer, andel (%);2010;2.796034
Alvesta;Förvärvsarbetande invånare 16-19 år, andel (%);2008;26.068003
Alvesta;Förvärvsarbetande invånare 16-19 år, andel (%);2009;18.149466
Alvesta;Förvärvsarbetande invånare 16-19 år, andel (%);2010;20.837125
Alvesta;Förvärvsarbetande invånare 20-24 år, andel (%);2008;72.631579
Alvesta;Förvärvsarbetande invånare 20-24 år, andel (%);2009;61.195542
Alvesta;Förvärvsarbetande invånare 20-24 år, andel (%);2010;62.370649
Alvesta;Förvärvsarbetande invånare 20-64 år, andel (%);2008;83.279314
Alvesta;Förvärvsarbetande invånare 20-64 år, andel (%);2009;80.092016
Alvesta;Förvärvsarbetande invånare 20-64 år, andel (%);2010;80.11434
Alvesta;Förvärvsarbetande invånare 25-34 år, andel (%);2008;83.212058
Alvesta;Förvärvsarbetande invånare 25-34 år, andel (%);2009;77.855362
Alvesta;Förvärvsarbetande invånare 25-34 år, andel (%);2010;77.716575
Alvesta;Förvärvsarbetande invånare 35-49 år, andel (%);2008;88.704225
Alvesta;Förvärvsarbetande invånare 35-49 år, andel (%);2009;86.565017
Alvesta;Förvärvsarbetande invånare 35-49 år, andel (%);2010;86.49033
Alvesta;Förvärvsarbetande invånare 50-59 år, andel (%);2008;86.089239
Alvesta;Förvärvsarbetande invånare 50-59 år, andel (%);2009;84.516616
Alvesta;Förvärvsarbetande invånare 50-59 år, andel (%);2010;84.867154
Alvesta;Förvärvsarbetande invånare 60-64 år, andel (%);2008;71.395706
Alvesta;Förvärvsarbetande invånare 60-64 år, andel (%);2009;71.678056
Alvesta;Förvärvsarbetande invånare 60-64 år, andel (%);2010;71.709531
Alvesta;Mediannettoinkomst, kr/inv 20+;2008;183564
Alvesta;Mediannettoinkomst, kr/inv 20+;2009;182701
Alvesta;Mediannettoinkomst, kr/inv 20+;2010;185459
Alvesta;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;3.60909091
Alvesta;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;4.1
Alvesta;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;11.17272727
Alvesta;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;12.6
Alvesta;Utpendlingsomfattning i kommunen, (%);2008;39.764075
Alvesta;Utpendlingsomfattning i kommunen, (%);2009;40.384399
Alvesta;Utpendlingsomfattning i kommunen, (%);2010;41.027069
Aneby;Arbetslöshet, (%);2008;2.462667
Aneby;Arbetslöshet, (%);2009;4.860393
Aneby;Arbetslöshet, (%);2010;7.393908
Aneby;Arbetslöshet, (%);2011;5.64663
Aneby;Arbetslöshet, (%);2012;6.002587
Aneby;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;25.41009
Aneby;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;26.145901
Aneby;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;26.407891
Aneby;Förvärvsarbetande i privat sektor, andel (%);2008;67.038069
Aneby;Förvärvsarbetande i privat sektor, andel (%);2009;66.591349
Aneby;Förvärvsarbetande i privat sektor, andel (%);2010;67.006045
Aneby;Förvärvsarbetande i övriga sektorer, andel (%);2008;4.982977
Aneby;Förvärvsarbetande i övriga sektorer, andel (%);2009;4.712718
Aneby;Förvärvsarbetande i övriga sektorer, andel (%);2010;4.072542
Aneby;Förvärvsarbetande invånare 16-19 år, andel (%);2008;23.8
Aneby;Förvärvsarbetande invånare 16-19 år, andel (%);2009;20.247934
Aneby;Förvärvsarbetande invånare 16-19 år, andel (%);2010;21.18451
Aneby;Förvärvsarbetande invånare 20-24 år, andel (%);2008;74.520548
Aneby;Förvärvsarbetande invånare 20-24 år, andel (%);2009;67.179487
Aneby;Förvärvsarbetande invånare 20-24 år, andel (%);2010;65.525672
Aneby;Förvärvsarbetande invånare 20-64 år, andel (%);2008;83.586626
Aneby;Förvärvsarbetande invånare 20-64 år, andel (%);2009;80.055479
Aneby;Förvärvsarbetande invånare 20-64 år, andel (%);2010;81.163435
Aneby;Förvärvsarbetande invånare 25-34 år, andel (%);2008;82.776801
Aneby;Förvärvsarbetande invånare 25-34 år, andel (%);2009;76.301616
Aneby;Förvärvsarbetande invånare 25-34 år, andel (%);2010;80.242634
Aneby;Förvärvsarbetande invånare 35-49 år, andel (%);2008;87.874016
Aneby;Förvärvsarbetande invånare 35-49 år, andel (%);2009;85.36
Aneby;Förvärvsarbetande invånare 35-49 år, andel (%);2010;86.905755
Aneby;Förvärvsarbetande invånare 50-59 år, andel (%);2008;85.607676
Aneby;Förvärvsarbetande invånare 50-59 år, andel (%);2009;83.978495
Aneby;Förvärvsarbetande invånare 50-59 år, andel (%);2010;85.169492
Aneby;Förvärvsarbetande invånare 60-64 år, andel (%);2008;76.100629
Aneby;Förvärvsarbetande invånare 60-64 år, andel (%);2009;73.430962
Aneby;Förvärvsarbetande invånare 60-64 år, andel (%);2010;73.388773
Aneby;Mediannettoinkomst, kr/inv 20+;2008;176304
Aneby;Mediannettoinkomst, kr/inv 20+;2009;180647
Aneby;Mediannettoinkomst, kr/inv 20+;2010;185165
Aneby;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;3.46263994
Aneby;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;2.8
Aneby;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;11.42931528
Aneby;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;11.2
Aneby;Utpendlingsomfattning i kommunen, (%);2008;43.54689
Aneby;Utpendlingsomfattning i kommunen, (%);2009;43.544222
Aneby;Utpendlingsomfattning i kommunen, (%);2010;44.670697
Arboga;Arbetslöshet, (%);2008;4.562492
Arboga;Arbetslöshet, (%);2009;6.537056
Arboga;Arbetslöshet, (%);2010;10.130246
Arboga;Arbetslöshet, (%);2011;8.514301
Arboga;Arbetslöshet, (%);2012;7.52803
Arboga;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;24.742439
Arboga;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;25.008951
Arboga;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;24.781545
Arboga;Förvärvsarbetande i privat sektor, andel (%);2008;67.663676
Arboga;Förvärvsarbetande i privat sektor, andel (%);2009;66.648765
Arboga;Förvärvsarbetande i privat sektor, andel (%);2010;67.336596
Arboga;Förvärvsarbetande i övriga sektorer, andel (%);2008;2.276504
Arboga;Förvärvsarbetande i övriga sektorer, andel (%);2009;2.756892
Arboga;Förvärvsarbetande i övriga sektorer, andel (%);2010;2.429221
Arboga;Förvärvsarbetande invånare 16-19 år, andel (%);2008;18.865435
Arboga;Förvärvsarbetande invånare 16-19 år, andel (%);2009;13.288591
Arboga;Förvärvsarbetande invånare 16-19 år, andel (%);2010;18.378378
Arboga;Förvärvsarbetande invånare 20-24 år, andel (%);2008;62.678063
Arboga;Förvärvsarbetande invånare 20-24 år, andel (%);2009;47.708895
Arboga;Förvärvsarbetande invånare 20-24 år, andel (%);2010;55.172414
Arboga;Förvärvsarbetande invånare 20-64 år, andel (%);2008;78.145604
Arboga;Förvärvsarbetande invånare 20-64 år, andel (%);2009;73.056708
Arboga;Förvärvsarbetande invånare 20-64 år, andel (%);2010;74.616457
Arboga;Förvärvsarbetande invånare 25-34 år, andel (%);2008;76.41196
Arboga;Förvärvsarbetande invånare 25-34 år, andel (%);2009;69.795222
Arboga;Förvärvsarbetande invånare 25-34 år, andel (%);2010;70.33534
Arboga;Förvärvsarbetande invånare 35-49 år, andel (%);2008;85.149655
Arboga;Förvärvsarbetande invånare 35-49 år, andel (%);2009;81.235698
Arboga;Förvärvsarbetande invånare 35-49 år, andel (%);2010;82.265446
Arboga;Förvärvsarbetande invånare 50-59 år, andel (%);2008;82.904961
Arboga;Förvärvsarbetande invånare 50-59 år, andel (%);2009;79.411765
Arboga;Förvärvsarbetande invånare 50-59 år, andel (%);2010;80.649189
Arboga;Förvärvsarbetande invånare 60-64 år, andel (%);2008;66.027397
Arboga;Förvärvsarbetande invånare 60-64 år, andel (%);2009;64.40678
Arboga;Förvärvsarbetande invånare 60-64 år, andel (%);2010;64.820214
Arboga;Mediannettoinkomst, kr/inv 20+;2008;173724
Arboga;Mediannettoinkomst, kr/inv 20+;2009;175474
Arboga;Mediannettoinkomst, kr/inv 20+;2010;175296
Arboga;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;3.49953953
Arboga;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;4.3
Arboga;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;13.52453625
Arboga;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;13.8
Arboga;Utpendlingsomfattning i kommunen, (%);2008;38.501163
Arboga;Utpendlingsomfattning i kommunen, (%);2009;37.253849
Arboga;Utpendlingsomfattning i kommunen, (%);2010;37.88885
Arjeplog;Arbetslöshet, (%);2008;4.751258
Arjeplog;Arbetslöshet, (%);2009;6.126915
Arjeplog;Arbetslöshet, (%);2010;9.649123
Arjeplog;Arbetslöshet, (%);2011;8.062771
Arjeplog;Arbetslöshet, (%);2012;5.052748
Arjeplog;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;32.016349
Arjeplog;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;31.85288
Arjeplog;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;33.603239
Arjeplog;Förvärvsarbetande i privat sektor, andel (%);2008;55.108992
Arjeplog;Förvärvsarbetande i privat sektor, andel (%);2009;56.48855
Arjeplog;Förvärvsarbetande i privat sektor, andel (%);2010;55.330634
Arjeplog;Förvärvsarbetande i övriga sektorer, andel (%);2008;5.585831
Arjeplog;Förvärvsarbetande i övriga sektorer, andel (%);2009;5.135323
Arjeplog;Förvärvsarbetande i övriga sektorer, andel (%);2010;4.8583
Arjeplog;Förvärvsarbetande invånare 16-19 år, andel (%);2008;21.818182
Arjeplog;Förvärvsarbetande invånare 16-19 år, andel (%);2009;19.101124
Arjeplog;Förvärvsarbetande invånare 16-19 år, andel (%);2010;23.626374
Arjeplog;Förvärvsarbetande invånare 20-24 år, andel (%);2008;71.770335
Arjeplog;Förvärvsarbetande invånare 20-24 år, andel (%);2009;69.587629
Arjeplog;Förvärvsarbetande invånare 20-24 år, andel (%);2010;68.159204
Arjeplog;Förvärvsarbetande invånare 20-64 år, andel (%);2008;79.485714
Arjeplog;Förvärvsarbetande invånare 20-64 år, andel (%);2009;78.534334
Arjeplog;Förvärvsarbetande invånare 20-64 år, andel (%);2010;79.145299
Arjeplog;Förvärvsarbetande invånare 25-34 år, andel (%);2008;83.65019
Arjeplog;Förvärvsarbetande invånare 25-34 år, andel (%);2009;82.527881
Arjeplog;Förvärvsarbetande invånare 25-34 år, andel (%);2010;85.017422
Arjeplog;Förvärvsarbetande invånare 35-49 år, andel (%);2008;87.758621
Arjeplog;Förvärvsarbetande invånare 35-49 år, andel (%);2009;85.237258
Arjeplog;Förvärvsarbetande invånare 35-49 år, andel (%);2010;86.870504
Arjeplog;Förvärvsarbetande invånare 50-59 år, andel (%);2008;81.922197
Arjeplog;Förvärvsarbetande invånare 50-59 år, andel (%);2009;82.056893
Arjeplog;Förvärvsarbetande invånare 50-59 år, andel (%);2010;80.882353
Arjeplog;Förvärvsarbetande invånare 60-64 år, andel (%);2008;59.003831
Arjeplog;Förvärvsarbetande invånare 60-64 år, andel (%);2009;59.016393
Arjeplog;Förvärvsarbetande invånare 60-64 år, andel (%);2010;59.574468
Arjeplog;Mediannettoinkomst, kr/inv 20+;2008;165278
Arjeplog;Mediannettoinkomst, kr/inv 20+;2009;167530
Arjeplog;Mediannettoinkomst, kr/inv 20+;2010;172335
Arjeplog;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;4.87938597
Arjeplog;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;4
Arjeplog;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;17.98245614
Arjeplog;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;16.5
Arjeplog;Utpendlingsomfattning i kommunen, (%);2008;14.441417
Arjeplog;Utpendlingsomfattning i kommunen, (%);2009;13.532269
Arjeplog;Utpendlingsomfattning i kommunen, (%);2010;14.574899
Arvidsjaur;Arbetslöshet, (%);2008;5.636743
Arvidsjaur;Arbetslöshet, (%);2009;7.818278
Arvidsjaur;Arbetslöshet, (%);2010;9.537804
Arvidsjaur;Arbetslöshet, (%);2011;9.338415
Arvidsjaur;Arbetslöshet, (%);2012;8.061844
Arvidsjaur;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2008;33.148811
Arvidsjaur;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2009;32.355915
Arvidsjaur;Förvärvsarbetande i kommun-/landstingssektor, andel (%);2010;31.900604
Arvidsjaur;Förvärvsarbetande i privat sektor, andel (%);2008;51.872354
Arvidsjaur;Förvärvsarbetande i privat sektor, andel (%);2009;53.050219
Arvidsjaur;Förvärvsarbetande i privat sektor, andel (%);2010;53.727334
Arvidsjaur;Förvärvsarbetande i övriga sektorer, andel (%);2008;4.49365
Arvidsjaur;Förvärvsarbetande i övriga sektorer, andel (%);2009;4.347826
Arvidsjaur;Förvärvsarbetande i övriga sektorer, andel (%);2010;4.130289
Arvidsjaur;Förvärvsarbetande invånare 16-19 år, andel (%);2008;26.358696
Arvidsjaur;Förvärvsarbetande invånare 16-19 år, andel (%);2009;25.144509
Arvidsjaur;Förvärvsarbetande invånare 16-19 år, andel (%);2010;25.671642
Arvidsjaur;Förvärvsarbetande invånare 20-24 år, andel (%);2008;69.387755
Arvidsjaur;Förvärvsarbetande invånare 20-24 år, andel (%);2009;66.946779
Arvidsjaur;Förvärvsarbetande invånare 20-24 år, andel (%);2010;68.406593
Arvidsjaur;Förvärvsarbetande invånare 20-64 år, andel (%);2008;80.642481
Arvidsjaur;Förvärvsarbetande invånare 20-64 år, andel (%);2009;78.445131
Arvidsjaur;Förvärvsarbetande invånare 20-64 år, andel (%);2010;80.562733
Arvidsjaur;Förvärvsarbetande invånare 25-34 år, andel (%);2008;84.567901
Arvidsjaur;Förvärvsarbetande invånare 25-34 år, andel (%);2009;82.051282
Arvidsjaur;Förvärvsarbetande invånare 25-34 år, andel (%);2010;84.878049
Arvidsjaur;Förvärvsarbetande invånare 35-49 år, andel (%);2008;88.400994
Arvidsjaur;Förvärvsarbetande invånare 35-49 år, andel (%);2009;86.221471
Arvidsjaur;Förvärvsarbetande invånare 35-49 år, andel (%);2010;87.096774
Arvidsjaur;Förvärvsarbetande invånare 50-59 år, andel (%);2008;83.222222
Arvidsjaur;Förvärvsarbetande invånare 50-59 år, andel (%);2009;80.883978
Arvidsjaur;Förvärvsarbetande invånare 50-59 år, andel (%);2010;84.371461
Arvidsjaur;Förvärvsarbetande invånare 60-64 år, andel (%);2008;60.42885
Arvidsjaur;Förvärvsarbetande invånare 60-64 år, andel (%);2009;59.109312
Arvidsjaur;Förvärvsarbetande invånare 60-64 år, andel (%);2010;61.392405
Arvidsjaur;Mediannettoinkomst, kr/inv 20+;2008;171375
Arvidsjaur;Mediannettoinkomst, kr/inv 20+;2009;172721
Arvidsjaur;Mediannettoinkomst, kr/inv 20+;2010;178209
Arvidsjaur;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2009;3.95404756
Arvidsjaur;U. Invånare 18-64 år som någon gång under året varit arbetslösa utan ersättning, andel (%);2010;3.6
Arvidsjaur;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2009;16.19022175
Arvidsjaur;U. Invånare 18-64 år som någon gång under året varit arbetslösa, andel (%);2010;16.5
Arvidsjaur;Utpendlingsomfattning i kommunen, (%);2008;14.555519
