key	value
43	Avvikelse redovisad kostnad och strukturårsjusterad standardkostnad gymnasieskola, andel (%)
44	Avvikelse redovisad kostnad och strukturårsjusterad standardkostnad individ- och familjeomsorg,  andel (%)
45	Avvikelse redovisad kostnad och strukturårsjusterad standardkostnad LSS, andel (%)
46	Avvikelse redovisad kostnad och strukturårsjusterad standardkostnad totalt, andel (%)
47	Avvikelse redovisad kostnad och strukturårsjusterad standardkostnad äldreomsorg, andel (%)
48	Barn 1-12 år inskrivna i förskola och skolbarnsomsorg, andel  (%)
49	Barn 1-12 år inskrivna i pedagogisk omsorg, andel  (%)
50	Barn 1-5 år inskrivna i förskola och pedagogisk omsorg, andel (%)
51	Barn 1-5 år inskrivna i förskola, andel  (%)
52	Barn 1-5 år inskrivna i pedagogisk omsorg, andel (%) av barn 1-5 år inskrivna i förskola och pedagogisk omsorg
53	Barn 10-12 inskrivna i fritidshem och pedagogisk omsorg, andel (%)
54	Barn 6-12 år inskrivna i fritidshem, andel  (%)
55	Barn 6-9 år inskrivna i fritidshem och pedagogisk omsorg , andel (%)
56	Barn 7-15 år inskrivna i grundskola, andel (%)
57	Barn och unga 0-20 år som var föremål för individuellt behovsprövade öppna insatser, andel  (%)
58	Barn och unga 13-20 år som var föremål för individuellt behovsprövade öppna insatser , andel (%)
59	Barn och unga placerade i familjehem , andel (%) av totala antalet placerade barn och unga 0-20 år
60	Barn och unga placerade på institution, andel (%) av totala antalet placerade barn och unga 0-20 år
61	Barn per årsarbetare  i förskolan, antal
62	Besök inom handikapp-/hjälpmedelsverksamheten, antal/1000 inv.
63	Betygspoäng efter avslutad gymnasieutbildning, genomsnitt
64	Beviljade/beräknade hemtjänsttimmar per månad och person 65+ med hemtjänst i ordinärt boende, antal
65	Bidragshushåll ek bistånd, antal/1000 inv
66	Boendedygn i bistånd som avser boende för vuxna missbrukare, antal/inv 21-64 år
67	Boendedygn korttidsvård, antal/inv 65+
68	Boklån kommunala bibliotek, antal/inv
69	Borgensförbindelser och övriga ansvarsförbindelser inkl pensionsförpliktelser och löneskatt, kommun, kr/inv
70	Borgensförbindelser och övriga ansvarsförbindelser kommun, kr/inv
71	Bruttokostnad lokaler äldreomsorg, kr/inv 65+
72	Böcker i kommunala bibliotek, antal/inv
73	Böcker och AV-media i kommunala bibliotek, antal/inv
74	Dagsjukvårdsbesök psykiatrisk vård, antal/1000 inv.
75	Dagsjukvårdsbesök somatisk vård, antal/1000 inv.
76	Dagsjukvårdsbesök totalt, antal/1000 inv.
77	Driftsöverskott som andel av  skatt & generella statsbidrag kommun, (%)
78	Döda kvinnor, antal
79	Döda kvinnor, antal 0 år
80	Döda kvinnor, antal 15-74 år
81	Döda kvinnor, antal 45-64 år
82	Döda kvinnor, antal 65 år och äldre
83	Döda män, antal
84	Döda män, antal 0 år
85	Döda män, antal 15-74 år
86	Döda män, antal 45-64 år
87	Döda män, antal 65 år och äldre
88	Döda, antal
89	Egentlig verksamhet i kommunal regi, andel (%)
90	Eget kapital kommunen, kr/inv
91	Eget kapital koncernen, kr/inv
92	Eget kapital landsting, kr/inv
93	Eget kapital landstingskoncern, kr/inv
94	Elever i förskoleklass och grundskola i annans regi, andel (%)
95	Elever i gymnasieskola, hemkommun, antal
96	Elever i kommunal vuxenutbildning som läser grundläggande vuxenutbildning, andel (%)
97	Elever i kommunal vuxenutbildning som läser gymnasial vuxenutbildning, andel (%)
98	Elever i kommunal vuxenutbildning som läser påbyggnadsutbildning, andel (%)
99	Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, fristående skolor, andel (%)
100	Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, hemkommun,  andel (%)
101	Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, kommunala skolor, andel (%)
102	Elever i åk. 9 med minst godkänt i svenska, matematik och engelska, totalt,  andel (%)
103	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i engelska, fristående skolor, andel (%)
104	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i engelska, kommunala skolor, andel (%)
105	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i engelska, totalt, andel (%)
106	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i matematik, fristående skolor, andel (%)
107	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i matematik, kommunala skolor, andel (%)
108	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i matematik, totalt, andel (%)
109	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i svenska (exkl. svenska som andra språk), fristående skolor, andel (%)
110	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i svenska (exkl. svenska som andra språk), kommunala skolor, andel (%)
111	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i svenska (exkl. svenska som andra språk), totalt, andel (%)
112	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i svenska som andra språk, fristående skolor, andel (%)
113	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i svenska som andra språk, kommunala skolor, andel (%)
114	Elever i åk. 9 som minst uppnått målen för Godkänd i ämnesprovet i svenska som andra språk, totalt, andel (%)
115	Elever i åk. 9 som uppnått målen i alla ämnen, fristående skolor,  andel (%)
116	Elever i åk. 9 som uppnått målen i alla ämnen, kommunala skolor,  andel (%)
117	Elever i åk. 9 som uppnått målen i alla ämnen, totalt,  andel (%)
118	Elever i åk. 9 som är behöriga till ekonomi-, humanistiska och samhällsvetarprogrammet, fristående skolor,  andel (%)
119	Elever i åk. 9 som är behöriga till ekonomi-, humanistiska och samhällsvetarprogrammet, hemkommun,  andel (%)
120	Elever i åk. 9 som är behöriga till ekonomi-, humanistiska och samhällsvetarprogrammet, kommunala skolor,  andel (%)
121	Elever i åk. 9 som är behöriga till ekonomi-, humanistiska och samhällsvetarprogrammet, totalt,  andel (%)
122	Elever i åk. 9 som är behöriga till estetiska programmet, fristående skolor,  andel (%)
123	Elever i åk. 9 som är behöriga till estetiska programmet, hemkommun,  andel (%)
124	Elever i åk. 9 som är behöriga till estetiska programmet, kommunala skolor,  andel (%)
125	Elever i åk. 9 som är behöriga till estetiska programmet, totalt,  andel (%)
126	Elever i åk. 9 som är behöriga till ett yrkesprogram, fristående skolor,  andel (%)
127	Elever i åk. 9 som är behöriga till ett yrkesprogram, hemkommun,  andel (%)
128	Elever i åk. 9 som är behöriga till ett yrkesprogram, kommunala skolor,  andel (%)
129	Elever i åk. 9 som är behöriga till ett yrkesprogram, totalt,  andel (%)
130	Elever i åk. 9 som är behöriga till naturvetar- och teknikprogrammet, fristående skolor,  andel (%)
131	Elever i åk. 9 som är behöriga till naturvetar- och teknikprogrammet, hemkommun,  andel (%)
132	Elever i åk. 9 som är behöriga till naturvetar- och teknikprogrammet, kommunala skolor,  andel (%)
133	Elever i åk. 9 som är behöriga till naturvetar- och teknikprogrammet, totalt,  andel (%)
134	Elever inskrivna i grundsärskola, andel (%)
135	Elever/lärare (årsarbetare) i fristående grundskola, antal
136	Elever/lärare (årsarbetare) i grundskola totalt, antal
137	Elever/lärare (årsarbetare) i kommunal förskoleklass och grundskola, antal
138	Elever/lärare (årsarbetare) i kommunal grundskola, antal
139	Elever/pedagogisk personal grundskola, fristående skolor
140	Elever/pedagogisk personal grundskola, kommunala skolor
141	Elever/pedagogisk personal grundskola, totalt
142	Elevvårdskostnad i kommunal grundskola, kr/elev
143	Elevvårdskostnad i kommunal gymnasieskola, kr/elev
144	Emigrerade, antal
145	Ersättning från FK, kr/inv
146	Extraordinära poster företagen, kr/inv
147	Extraordinära poster kommunen, kr/inv
148	Extraordinära poster koncernen, kr/inv
149	Extraordinära poster landsting, kr/inv
150	Extraordinära poster landstingskoncern, kr/inv
151	Finansiella anläggningstillgångar kommunen, kr/inv
152	Finansiella anläggningstillgångar koncernen, kr/inv
153	Finansiella anläggningstillgångar landsting, kr/inv
154	Finansiella anläggningstillgångar landstingskoncern, kr/inv
155	Finansnetto kommunen, kr/inv
156	Finansnetto koncernen, kr/inv
157	Finansnetto landstinget, kr/inv
158	Finansnetto landstingskoncern, kr/inv
159	Finansnetto som andel av skatt & generella statsbidrag kommunen, (%)
160	Finansnetto som andel av skatt & generella statsbidrag kommunkoncern, (%)
161	Finansnettots andel av skatteintäkter och generella statsbidrag, (%)
162	Flyktinghushåll med introduktionsersättning, andel (%) av totalt antal flyktinghushåll som får introduktionsersättning och/eller ekonomiskt bistånd
163	Födda barn, antal  per 1000 kvinnor i åldern 35 - 44 år
164	Födda barn, antal  per 1000 kvinnor, 15-19 år
165	Födda barn, antal  per 1000 kvinnor, 15-44 år
166	Födda barn, antal  per 1000 kvinnor, 20-34 år
167	Födda barn, antal per 1000 invånare
168	Födda, antal
169	Födelseöverskott
170	Förskolebarn i enskild regi i förskola och ped. omsorg, andel  (%)
171	Försäljn. av anläggningstillg. som andel av  skatt & generella statsbidrag kommun, (%)
172	Förvärvsarbetande i kommun-/landstingssektor, andel (%)
173	Förvärvsarbetande i privat sektor, andel (%)
174	Förvärvsarbetande i statlig sektor, andel (%)
175	Förvärvsarbetande i övriga sektorer, andel (%)
176	Förvärvsarbetande invånare 16-19 år, andel (%)
177	Förvärvsarbetande invånare 20-24 år, andel (%)
178	Förvärvsarbetande invånare 20-64 år, andel (%)
179	Förvärvsarbetande invånare 25-34 år, andel (%)
180	Förvärvsarbetande invånare 35-49 år, andel (%)
181	Förvärvsarbetande invånare 50-59 år, andel (%)
182	Förvärvsarbetande invånare 60-64 år, andel (%)
183	Förändring i antal invånare sen föregående år, andel (%)
184	Garanterad skattekraft landsting, uppräknad, kr/inv. 1 nov fg år. 1 nov fg år
185	Garanterad skattekraft, kr/inv. 1 nov fg år
186	Generella statsbidrag och utjämning kommun, kr/inv
187	Generella statsbidrag och utjämning landsting, kr/inv
188	Generella statsbidrag och utjämning landstingskoncern, kr/inv
189	Generellt statsbidrag, kr/inv (-2004)
190	Genomsnittlig månadsutbetalning (enl SoS) till hushåll exkl. flyktinghushåll, kr
191	Genomsnittlig månadsutbetalning inkl introduktionsersättning till flyktinghushåll, kr
192	Genomsnittlig skattesats basår, (%)
193	Gymnasieelever i andra kommuners, kommunalförbunds och landstings skolor, andel (%)
194	Gymnasieelever i fristående gymnasieskolor, andel (%)
195	Gymnasieelever i kommunens egna skolor, andel (%)
196	Gymnasieelever på IV-program, andel (%)
197	Gymnasieelever på NV, TE och SP-program, andel (%)
198	Gymnasieelever på SM-program, andel (%)
199	Gymnasieelever på övriga nationella program, andel (%)
200	Gymnasiefrekvens, (%)
201	Hemtjänsttimmar per brukare 0-64 år i oktober, antal
202	Hushåll med ekonomiskt bistånd eller introduktionsersättning som erhållit bistånd i 1-3 månader under året, andel (%)
203	Hushåll med ekonomiskt bistånd eller introduktionsersättning som erhållit bistånd i 10-12 månader under året, andel (%)
204	Hushåll med ekonomiskt bistånd eller introduktionsersättning som erhållit bistånd i 4-9 månader under året, andel (%)
205	Immigrationsnetto
206	Immigrerade, antal
207	Incidens, livmoderhalscancer, antal/10 000 inv
208	Incidens, lungcancer, antal/10 000 inv
209	Incidens, malignt melanom, antal/10 000 inv
210	Individ- och familjeomsorgen som utförs i enskild regi, andel (%) av total kostnad
211	Inflyttade, antal
212	Införandebidrag, kr/inv
213	Införandebidrag, kr/inv (2005-)
214	Införandebidrag, kr/inv. 1 nov fg år
215	Införanderegler, kr/inv (-2004)
216	Inkomstutjämning, bidrag/avgift, kr/inv
217	Inkomstutjämning, bidrag/avgift, kr/inv. 1 nov fg år
218	Inköpta böcker till kommunala bibliotek, antal/1000 inv
219	Inrikes nettoinflyttning
220	Inskrivna barn/årsarbetare enskild förskola, antal
221	Inskrivna barn/årsarbetare i fritidshem , antal
222	Inskrivna barn/årsarbetare kommunal förskola, antal
223	Inskrivna barn/årsarbetare kommunala fritidshem, antal
224	Intäkter affärsverksamhet, kr/inv
225	Intäkter alkoholtillstånd m.m., kr/inv
226	Intäkter allmän fritidsverksamhet, kr/inv
227	Intäkter allmän kulturverksamhet, kr/inv
228	Intäkter arbetsmarknadsåtgärder, kr/inv
229	Intäkter barn och ungdomsvård, kr/inv
230	Intäkter bibliotek, kr/inv
231	Intäkter egentlig verksamhet, kr/inv
232	Intäkter ekonomiskt bistånd, kr/inv
233	Intäkter familjehemsvård barn och unga, kr/inv
234	Intäkter familjehemsvård vuxna missbrukare, kr/inv
235	Intäkter familjerätt, kr/inv
236	Intäkter fritidsgårdar, kr/inv
237	Intäkter fritidshem, kr/inv
238	Intäkter fritidsverksamhet, kr/inv
239	Intäkter fysisk o. teknisk planering, bostadsförbättringar, kr/inv
240	Intäkter förskola och skolbarnsomsorg, kr/inv
241	Intäkter förskola, kr/inv
242	Intäkter gator och vägar samt parkering, kr/inv
243	Intäkter Idrotts- och fritidsanläggningar, kr/inv
244	Intäkter individ- och familjeomsorg, kr/inv
245	Intäkter infrastruktur, skydd mm, kr/inv
246	Intäkter institutionsvård barn och unga, kr/inv
247	Intäkter institutionsvård vuxna missbrukare, kr/inv
248	Intäkter kommunen totalt, kr/inv
249	Intäkter konsument och energirådgivning, kr/inv
250	Intäkter kulturverksamhet, kr/inv
251	Intäkter miljö hälsa och hållbar utveckling, kr/inv
252	Intäkter miljö och hälsoskydd, myndighetsutövning, kr/inv
253	Intäkter missbrukarvård vuxna, kr/inv
254	Intäkter musik- och kulturskola, kr/inv
255	Intäkter näringslivsfrämjande åtgärder, kr/inv
256	Intäkter parker, kr/inv
257	Intäkter pedagogisk omsorg, kr/inv
258	Intäkter politisk verksamhet, kr/inv
259	Intäkter räddningstjänst, kr/inv
260	Intäkter stöd till studieorganisationer, kr/inv
261	Intäkter särskilt riktade insatser, kr/inv
262	Intäkter totalförsvar och samhällsskydd, kr/inv
263	Intäkter turistverksamhet, kr/inv
264	Intäkter utbildningsverksamhet, kr/inv
265	Intäkter äldre och funktionshindrade, kr/inv
266	Intäkter öppen fritidsverksamhet, kr/inv
267	Intäkter öppna insatser barn och unga, kr/inv
268	Intäkter öppna insatser vuxna missbrukare, kr/inv
269	Intäkter övrig vuxenvård, kr/inv
270	Invånare 0 år, antal
271	Invånare 0-12 år, antal
272	Invånare 0-18 år, antal
273	Invånare 0-19 år, andel (%)
274	Invånare 0-19 år, antal
275	Invånare 0-20 år, andel (%)
276	Invånare 0-20 år, antal
277	Invånare 0-5 år, antal
278	Invånare 0-6 år, antal
279	Invånare 0-64 år med hemtjänst eller särskilt boende (%)
280	Invånare 0-64 år med hemtjänst i ordinärt boende funktionsneds, andel (%)
281	Invånare 0-64 år med insatser enl. LSS, andel (%)
282	Invånare 0-64 år med kommunal hälso- och sjukvård  (%)
283	Invånare 0-64 år med särskilt boende funktionsneds, andel (%)
284	Invånare 0-64 år, andel (%)
285	Invånare 0-64 år, antal
286	Invånare 1 år, antal
287	Invånare 1-12 år, andel (%)
288	Invånare 1-12 år, antal
289	Invånare 1-5 år, andel (%)
290	Invånare 1-5 år, antal
291	Invånare 1-6 år, antal
292	Invånare 10 år, antal
293	Invånare 100+ år, antal
294	Invånare 100+, antal
295	Invånare 11 år, antal
296	Invånare 12 år, antal
297	Invånare 13 år, antal
298	Invånare 13-15 år, antal
299	Invånare 13-18 år, antal
300	Invånare 14 år, antal
301	Invånare 15 år, antal
302	Invånare 16 år, antal
303	Invånare 16-18 år, andel (%)
304	Invånare 16-18 år, antal
305	Invånare 16-19 år, andel (%)
306	Invånare 16-19 år, antal
307	Invånare 16-64 år som är arbetslösa el. i konjunkturberoende program, andel (%)
308	Invånare 17 år, antal
309	Invånare 18 år, antal
310	Invånare 19 år, antal
311	Invånare 19-64 år, antal
312	Invånare 2 år, antal
313	Invånare 20 år, antal
314	Invånare 20-22 år, antal
315	Invånare 20-39 år, antal
316	Invånare 20-64 år som deltar i vuxenutbildning , andel (%)
317	Invånare 20-64 år, andel (%)
318	Invånare 20-64 år, antal
319	Invånare 21 år, antal
320	Invånare 21-64 år med missbruksproblem som är i frivillig familjehemsvård eller familjehemsvård enligt 27 § LVM, andel (%)
321	Invånare 21-64 år med missbruksproblem som är i frivillig institutionsvård, andel (%)
322	Invånare 21-64 år som har vård- och behandlingsinsatser (ej missbruk) i heldygnsvård inom IFO, andel (%)
323	Invånare 21-64 år, andel (%)
324	Invånare 22 år, antal
325	Invånare 23 år, antal
326	Invånare 23-39 år, antal
327	Invånare 24 år, antal
328	Invånare 25 år, antal
329	Invånare 26 år, antal
330	Invånare 27 år, antal
331	Invånare 28 år, antal
332	Invånare 29 år, antal
333	Invånare 3 år, antal
334	Invånare 30 år, antal
335	Invånare 31 år, antal
336	Invånare 32 år, antal
337	Invånare 33 år, antal
338	Invånare 34 år, antal
339	Invånare 35 år, antal
340	Invånare 36 år, antal
341	Invånare 37 år, antal
342	Invånare 38 år, antal
343	Invånare 39 år, antal
344	Invånare 4 år, antal
345	Invånare 40 år, antal
346	Invånare 40-59 år, antal
347	Invånare 40-64 år, antal
348	Invånare 41 år, antal
349	Invånare 42 år, antal
350	Invånare 43 år, antal
351	Invånare 44 år, antal
352	Invånare 45 år, antal
353	Invånare 46 år, antal
354	Invånare 47 år, antal
355	Invånare 48 år, antal
356	Invånare 49 år, antal
357	Invånare 5 år, antal
358	Invånare 50 år, antal
359	Invånare 51 år, antal
360	Invånare 52 år, antal
361	Invånare 53 år, antal
362	Invånare 54 år, antal
363	Invånare 55 år, antal
364	Invånare 56 år, antal
365	Invånare 57 år, antal
366	Invånare 58 år, antal
367	Invånare 59 år, antal
368	Invånare 6 år, antal
369	Invånare 6-12 år, andel (%)
370	Invånare 6-12 år, antal
371	Invånare 6-15 år, andel (%)
372	Invånare 6-15 år, antal
373	Invånare 60 år, antal
374	Invånare 60-64 år, antal
375	Invånare 61 år, antal
376	Invånare 62 år, antal
377	Invånare 63 år, antal
378	Invånare 64 år, antal
379	Invånare 65 år eller äldre, andel (%)
380	Invånare 65 år, antal
381	Invånare 65-69 år, antal
382	Invånare 65-79 år i särskilt boende, andel (%)
383	Invånare 65-79 år med hemtjänst ordinärt boende, andel (%)
384	Invånare 65-79 år, andel (%)
385	Invånare 65-79 år, antal
386	Invånare 65-84 år, antal
387	Invånare 65+ i som var beviljade hemtjänst i ordinärt boende eller bodde permanent i särskilt boende, andel (%)
388	Invånare 65+ i särskilda boendeformer, andel (%)
389	Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)
390	Invånare 65+ som varit mottagare av hälso- och sjukvård som kommunen ansvarar för enligt 18 § HSL, andel (%)
391	Invånare 65+, andel (%)
392	Invånare 65+, antal
393	Invånare 66 år, antal
394	Invånare 67 år, antal
395	Invånare 68 år, antal
396	Invånare 69 år, antal
397	Invånare 7 år, antal
398	Invånare 7-15 år, andel (%)
399	Invånare 7-15 år, antal
400	Invånare 70 år, antal
401	Invånare 70-74 år, antal
402	Invånare 71 år, antal
403	Invånare 72 år, antal
404	Invånare 73 år, antal
405	Invånare 74 år, antal
406	Invånare 75 år, antal
407	Invånare 75-79 år, antal
408	Invånare 76 år, antal
409	Invånare 77 år, antal
410	Invånare 78 år, antal
411	Invånare 79 år, antal
412	Invånare 8 år, antal
413	Invånare 80 år, antal
414	Invånare 80-84 år, antal
415	Invånare 80+ i särskilt boende, andel (%)
416	Invånare 80+ med hemtjänst i ordinärt boende, andel (%)
417	Invånare 80+, andel (%)
418	Invånare 80+, antal
419	Invånare 81 år, antal
420	Invånare 82 år, antal
421	Invånare 83 år, antal
422	Invånare 84 år, antal
423	Invånare 85 år, antal
424	Invånare 85-89 år, antal
425	Invånare 85+, antal
426	Invånare 86 år, antal
427	Invånare 87 år, antal
428	Invånare 88 år, antal
429	Invånare 89 år, antal
430	Invånare 9 år, antal
431	Invånare 90 år, antal
432	Invånare 90-94 år, antal
433	Invånare 91 år, antal
434	Invånare 92 år, antal
435	Invånare 93 år, antal
436	Invånare 94 år, antal
437	Invånare 95 år, antal
438	Invånare 95-99 år, antal
439	Invånare 96 år, antal
440	Invånare 97 år, antal
441	Invånare 98 år, antal
442	Invånare 99 år, antal
443	Invånare med högst grundskoleutbildning, andel (%)
444	Invånare som någon gång under året erhållit ekonomiskt bistånd inkl. introduktionsersättning, andel (%)
445	Invånare totalt, antal
446	Invånarrelaterat bidrag, kr/inv (-2004)
447	Kassalikviditet kommunen, (%)
448	Kassalikviditet kommunkoncern, (%)
449	Kassalikviditet landstinget, (%)
450	Kassalikviditet landstingskoncernen, (%)
451	Kommunalt anställda i förvaltningsform, antal
452	Kommunalt anställda i kommunala bolag, antal
453	Kommunalt anställda i kommunalförbund, antal
454	Kommunalt anställda med högskoleutbildning (kvinnor), antal
455	Kommunalt anställda med högskoleutbildning (män), antal
456	Kommunalt anställda med högskoleutbildning, antal
457	Kompensationsgrad, (%)
458	Kortfristiga skulder kommunen, kr/inv
459	Kortfristiga skulder koncernen, kr/inv
460	Kortfristiga skulder landsting, kr/inv
461	Kortfristiga skulder landstingskoncern, kr/inv
462	Kostnad affärsverksamhet, kr/inv
463	Kostnad alkoholtillstånd m.m., kr/inv
464	Kostnad all hemsjukvård (exkl. läkemedel), kr/inv
465	Kostnad allmän fritidsverksamhet, kr/inv
466	Kostnad allmän kulturverksamhet, kr/inv
467	Kostnad allmän regional utveckling, kr/inv
468	Kostnad arbetsmarknadsåtgärder, kr/inv
469	Kostnad arbetsområden och lokaler, kr/inv
470	Kostnad avfallshantering, kr/inv
471	Kostnad barn och ungdomsvård, kr/inv
472	Kostnad barn och ungdomsvård, kr/inv 0-20 år
473	Kostnad barn och utbildning, kr/inv
474	Kostnad bibliotek, kr/inv
475	Kostnad bistånd som avser boende för vuxna missbrukare, kr/boendedygn
476	Kostnad bistånd som avser boende för vuxna missbrukare, kr/inv
477	Kostnad bistånd som avser boende för vuxna missbrukare, kr/inv 21-64 år
478	Kostnad boende enligt LSS kr/brukare
479	Kostnad bostadsverksamhet, kr/inv
480	Kostnad buss, bil och spårbundentrafik, kr/inv
481	Kostnad daglig verksamhet enl. LSS, kr/brukare
482	Kostnad daglig verksamhet, enl LSS kr/inv 0-64 år
483	Kostnad egentlig verksamhet, kr/inv
484	Kostnad ekonomiskt bistånd, kr/inv
485	Kostnad ekonomiskt bistånd, kr/inv 0-64 år
486	Kostnad elförsörjning + gasförsörjning, kr/inv
487	Kostnad energi, vatten och avfall, kr/inv
488	Kostnad exkl hyresintäkter äldreomsorg, kr/inv
489	Kostnad exkl hyresintäkter äldreomsorg, kr/inv 65+
490	Kostnad exkl lokalkostnad boende enl LSS kr/inv 0-64 år
491	Kostnad exkl lokalkostnader boende enligt LSS kr/brukare
492	Kostnad exkl. hyresintäkter insatser för personer med funktionsnedsättning kr/inv
493	Kostnad exkl. hyresintäkter insatser för personer med funktionsnedsättning kr/inv 0-64 år
494	Kostnad familjehemsvård barn och unga, kr/inv
495	Kostnad familjehemsvård barn och unga, kr/inv 0-20 år
496	Kostnad familjehemsvård vuxna missbrukare,  kr/vårddygn
497	Kostnad familjehemsvård vuxna missbrukare, kr/inv
498	Kostnad familjehemsvård vuxna missbrukare, kr/inv 21-64 år
499	Kostnad familjerätt, kr/inv
500	Kostnad fjärrvärmeförsörjning, kr/inv
501	Kostnad flygtrafik, kr/inv
502	Kostnad flyktingmottagande, kr/inv
503	Kostnad fritidsgårdar, kr/inv
504	Kostnad fritidshem och pedagogisk omsorg, kr/inskrivet barn 6-12 år
505	Kostnad fritidshem, kr/inskrivet barn
506	Kostnad fritidshem, kr/inv
507	Kostnad fritidshem, kr/inv 6-12 år
508	Kostnad fritidsverksamhet, kr/inv
509	Kostnad fysisk o. teknisk planering, bostadsförbättringar, kr/inv
510	Kostnad färdtjänst/riksfärdtjänst, kr/inv
511	Kostnad för barn och utbildning, andel (%) av totala driftskostnader
512	Kostnad för fritidsverksamhet, andel av total driftskostnad, (%)
513	Kostnad för hälso- och sjukvård totalt (inkl. läkemedel), kr/inv
514	Kostnad för kommunal grundskola (enl. Skolverket), kr/elev
515	Kostnad för kulturverksamhet, andel (%) av totala driftskostnader
516	Kostnad för lokaler i kommunal grundskola, kr/elev
517	Kostnad för läkemedel inom läkemedelsförmånen, kr/inv
518	Kostnad för primärvård (exkl. primärvårdsansluten hemsjukvård och läkemedel), kr/inv
519	Kostnad för regional utveckling totalt, kr/inv
520	Kostnad för samtliga insatser för funktionsnedsatta, exkl ersättning från FK, kr/inv
521	Kostnad för skolmåltider i kommunal grundskola, kr/elev
522	Kostnad för skolmåltider i kommunal gymnasieskola, kr/elev
523	Kostnad för specialiserad psykiatrisk vård (exkl. psykiatrisk hemsjukvård och läkemedel), kr/inv
524	Kostnad för specialiserad somatisk vård (exkl. somatisk hemsjukvård och läkemedel), kr/inv
525	Kostnad för tandvård (exkl. läkemedel), kr/inv
526	Kostnad för undervisning i kommunal grundskola, kr/elev
527	Kostnad för övrig hälso- och sjukvård totalt, kr/inv
528	Kostnad förskola och skolbarnsomsorg, kr/inskrivet barn
529	Kostnad förskola och skolbarnsomsorg, kr/inv
530	Kostnad förskola och skolbarnsomsorg, kr/inv 1-12 år
531	Kostnad förskola, kr/inskrivet barn
532	Kostnad förskola, kr/inv
